recommendation_id,device_id,case_id,if_approved_threat_contained,if_approved_device_isolated,if_approved_user_impact,if_dismissed_malware_spread,if_dismissed_security_risk,if_dismissed_business_impact
REC-0113,DEV-0156,CASE-0113,Threat contained and lateral movement prevented,DEV-0156-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Engineering workflows if threat is real
REC-0114,DEV-0151,CASE-0114,Threat contained and lateral movement prevented,DEV-0151-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0115,DEV-0239,CASE-0115,Threat contained and lateral movement prevented,DEV-0239-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0116,DEV-0189,CASE-0116,Threat contained and lateral movement prevented,DEV-0189-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0117,DEV-0009,CASE-0117,Threat contained and lateral movement prevented,DEV-0009-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0118,DEV-0147,CASE-0118,Threat contained and lateral movement prevented,DEV-0147-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0119,DEV-0201,CASE-0119,Threat contained and lateral movement prevented,DEV-0201-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0120,DEV-0218,CASE-0120,Threat contained and lateral movement prevented,DEV-0218-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Data Platform workflows if threat is real
REC-0121,DEV-0130,CASE-0121,Threat contained and lateral movement prevented,DEV-0130-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0122,DEV-0098,CASE-0122,Threat contained and lateral movement prevented,DEV-0098-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Human Resources workflows if threat is real
REC-0123,DEV-0212,CASE-0123,Threat contained and lateral movement prevented,DEV-0212-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0124,DEV-0204,CASE-0124,Threat contained and lateral movement prevented,DEV-0204-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0125,DEV-0210,CASE-0125,Threat contained and lateral movement prevented,DEV-0210-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Sales workflows if threat is real
REC-0126,DEV-0206,CASE-0126,Threat contained and lateral movement prevented,DEV-0206-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0127,DEV-0033,CASE-0127,Threat contained and lateral movement prevented,DEV-0033-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Finance workflows if threat is real
REC-0128,DEV-0079,CASE-0128,Threat contained and lateral movement prevented,DEV-0079-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
REC-0129,DEV-0243,CASE-0129,Threat contained and lateral movement prevented,DEV-0243-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Executive Office workflows if threat is real
REC-0130,DEV-0080,CASE-0130,Threat contained and lateral movement prevented,DEV-0080-CORP isolated from corporate network,User temporarily loses access; backup device issued if critical,Potential malware spread to adjacent endpoints,Increased security risk and possible data exfiltration,Business impact to Legal workflows if threat is real
