recommendation_id,device_id,case_id,past_similar_cases,correct_recommendations,incorrect_recommendations,historical_reliability_score,known_weaknesses
REC-0986,DEV-0249,CASE-0986,19,63,2,96.9,Over-flags Linux devices; Overweights failed login signals on shared kiosks
REC-0987,DEV-0236,CASE-0987,24,60,5,92.3,Limited visibility during VPN outages
REC-0988,DEV-0116,CASE-0988,18,25,1,96.2,Limited visibility during VPN outages
REC-0989,DEV-0041,CASE-0989,84,63,1,98.4,Limited visibility during VPN outages; Elevated false positives during patch windows; Struggles with executive device context
REC-0990,DEV-0082,CASE-0990,58,79,6,92.9,Struggles with executive device context; Elevated false positives during patch windows; Less reliable on previously unseen device models
REC-0991,DEV-0033,CASE-0991,29,38,0,100.0,Struggles with executive device context; Limited visibility during VPN outages
REC-0992,DEV-0182,CASE-0992,79,31,0,100.0,Limited visibility during VPN outages
REC-0993,DEV-0015,CASE-0993,23,79,1,98.8,Overweights failed login signals on shared kiosks
REC-0994,DEV-0135,CASE-0994,103,22,1,95.7,Limited visibility during VPN outages
REC-0995,DEV-0099,CASE-0995,17,39,0,100.0,Struggles with executive device context; Limited visibility during VPN outages
REC-0996,DEV-0129,CASE-0996,70,62,0,100.0,Over-flags Linux devices; Limited visibility during VPN outages
REC-0997,DEV-0100,CASE-0997,20,25,0,100.0,Limited visibility during VPN outages; Overweights failed login signals on shared kiosks; Reduced accuracy on staging environments
REC-0998,DEV-0021,CASE-0998,41,46,2,95.8,Less reliable on previously unseen device models
REC-0999,DEV-0134,CASE-0999,85,49,1,98.0,Overweights failed login signals on shared kiosks; Limited visibility during VPN outages; Reduced accuracy on staging environments
REC-1000,DEV-0242,CASE-1000,47,46,0,100.0,Reduced accuracy on staging environments
